	strain	accession_version	strain_name	date	region	country	division	location	length	host_scientific	date_released	date_updated	sra_accessions	authors	abbr_authors	institution	host
1462	MN758609	MN758609.1	camel/KFU-HKU-K/2017	2017-XX-XX	Asia	Saudi Arabia			30089	Camelus dromedarius	2021-01-03	2021-01-03		Chu,D.K.W.,Hemida,M.G.,Perera,R.A.P.M.,Chan,C.-k.,Krishnan,P.,Chor,Y.-y.,Chan,K.-h.,Ng,D.Y.M.,Poon,L.M.,Alnaeem,A.,Peiris,M.	Chu et al	The University of Hong Kong, School of Public Health	Camel
1463	MN758610	MN758610.1	camel/KFU-HKU-O/2017	2017-XX-XX	Asia	Saudi Arabia			30089	Camelus dromedarius	2021-01-03	2021-01-03		Chu,D.K.W.,Hemida,M.G.,Perera,R.A.P.M.,Chan,C.-k.,Krishnan,P.,Chor,Y.-y.,Chan,K.-h.,Ng,D.Y.M.,Poon,L.M.,Alnaeem,A.,Peiris,M.	Chu et al	The University of Hong Kong, School of Public Health	Camel
1464	MN758611	MN758611.1	camel/KFU-HKU-J/2017	2017-XX-XX	Asia	Saudi Arabia			30089	Camelus dromedarius	2021-01-03	2021-01-03		Chu,D.K.W.,Hemida,M.G.,Perera,R.A.P.M.,Chan,C.-k.,Krishnan,P.,Chor,Y.-y.,Chan,K.-h.,Ng,D.Y.M.,Poon,L.M.,Alnaeem,A.,Peiris,M.	Chu et al	The University of Hong Kong, School of Public Health	Camel
1465	MN758612	MN758612.1	camel/KFU-HKU-M/2017	2017-XX-XX	Asia	Saudi Arabia			30089	Camelus dromedarius	2021-01-03	2021-01-03		Chu,D.K.W.,Hemida,M.G.,Perera,R.A.P.M.,Chan,C.-k.,Krishnan,P.,Chor,Y.-y.,Chan,K.-h.,Ng,D.Y.M.,Poon,L.M.,Alnaeem,A.,Peiris,M.	Chu et al	The University of Hong Kong, School of Public Health	Camel
1466	MN758613	MN758613.1	camel/KFU-HKU-G/2017	2017-XX-XX	Asia	Saudi Arabia			30089	Camelus dromedarius	2021-01-03	2021-01-03		Chu,D.K.W.,Hemida,M.G.,Perera,R.A.P.M.,Chan,C.-k.,Krishnan,P.,Chor,Y.-y.,Chan,K.-h.,Ng,D.Y.M.,Poon,L.M.,Alnaeem,A.,Peiris,M.	Chu et al	The University of Hong Kong, School of Public Health	Camel
1467	MN758614	MN758614.1	camel/KFU-HKU-N/2017	2017-XX-XX	Asia	Saudi Arabia			30089	Camelus dromedarius	2021-01-03	2021-01-03		Chu,D.K.W.,Hemida,M.G.,Perera,R.A.P.M.,Chan,C.-k.,Krishnan,P.,Chor,Y.-y.,Chan,K.-h.,Ng,D.Y.M.,Poon,L.M.,Alnaeem,A.,Peiris,M.	Chu et al	The University of Hong Kong, School of Public Health	Camel
1473	MT226600	MT226600.1	Camel/B8-03	2017-02-01	Asia	Saudi Arabia			30118	Camelus dromedarius	2021-01-25	2021-01-25		Al-Shomrani,B.M.,Manee,M.M.,Alharbi,S.N.,Altammami,M.A.,Alshehri,M.A.,Nassar,M.S.,Bakhrebah,M.A.,Al-Fageeh,M.B.,Alshomrani,B.M.,Alfageeh,M.B.	Al-Shomrani et al	Bioinformatics Unit, National Center for Biotechnlology	Camel
1474	MT226601	MT226601.1	Camel/B5/02	2017-02-01	Asia	Saudi Arabia			30118	Camelus dromedarius	2021-01-25	2021-01-25		Al-Shomrani,B.M.,Manee,M.M.,Alharbi,S.N.,Altammami,M.A.,Alshehri,M.A.,Nassar,M.S.,Bakhrebah,M.A.,Al-Fageeh,M.B.,Alshomrani,B.M.,Alfageeh,M.B.	Al-Shomrani et al	Bioinformatics Unit, National Center for Biotechnlology	Camel
1475	MT226602	MT226602.1	Camel/211	2017-02-01	Asia	Saudi Arabia			30118	Camelus dromedarius	2021-01-25	2021-01-25		Al-Shomrani,B.M.,Manee,M.M.,Alharbi,S.N.,Altammami,M.A.,Alshehri,M.A.,Nassar,M.S.,Bakhrebah,M.A.,Al-Fageeh,M.B.,Alshomrani,B.M.,Alfageeh,M.B.	Al-Shomrani et al	Bioinformatics Unit, National Center for Biotechnlology	Camel
1476	MT226603	MT226603.1	Camel/219	2017-02-01	Asia	Saudi Arabia			30118	Camelus dromedarius	2021-01-25	2021-01-25		Al-Shomrani,B.M.,Manee,M.M.,Alharbi,S.N.,Altammami,M.A.,Alshehri,M.A.,Nassar,M.S.,Bakhrebah,M.A.,Al-Fageeh,M.B.,Alshomrani,B.M.,Alfageeh,M.B.	Al-Shomrani et al	Bioinformatics Unit, National Center for Biotechnlology	Camel
1477	MT226604	MT226604.1	Camel/B5-02	2017-02-01	Asia	Saudi Arabia			30118	Camelus dromedarius	2021-01-25	2021-01-25		Al-Shomrani,B.M.,Manee,M.M.,Alharbi,S.N.,Altammami,M.A.,Alshehri,M.A.,Nassar,M.S.,Bakhrebah,M.A.,Al-Fageeh,M.B.,Alshomrani,B.M.,Alfageeh,M.B.	Al-Shomrani et al	Bioinformatics Unit, National Center for Biotechnlology	Camel
1478	MT226605	MT226605.1	Camel/227	2017-02-01	Asia	Saudi Arabia			30118	Camelus dromedarius	2021-01-25	2021-01-25		Al-Shomrani,B.M.,Manee,M.M.,Alharbi,S.N.,Altammami,M.A.,Alshehri,M.A.,Nassar,M.S.,Bakhrebah,M.A.,Al-Fageeh,M.B.,Alshomrani,B.M.,Alfageeh,M.B.	Al-Shomrani et al	Bioinformatics Unit, National Center for Biotechnlology	Camel
1479	MT226606	MT226606.1	Camel/228	2017-02-01	Asia	Saudi Arabia			30118	Camelus dromedarius	2021-01-25	2021-01-25		Al-Shomrani,B.M.,Manee,M.M.,Alharbi,S.N.,Altammami,M.A.,Alshehri,M.A.,Nassar,M.S.,Bakhrebah,M.A.,Al-Fageeh,M.B.,Alshomrani,B.M.,Alfageeh,M.B.	Al-Shomrani et al	Bioinformatics Unit, National Center for Biotechnlology	Camel
1480	MT226607	MT226607.1	Camel/1290	2017-02-01	Asia	Saudi Arabia			30118	Camelus dromedarius	2021-01-25	2021-01-25		Al-Shomrani,B.M.,Manee,M.M.,Alharbi,S.N.,Altammami,M.A.,Alshehri,M.A.,Nassar,M.S.,Bakhrebah,M.A.,Al-Fageeh,M.B.,Alshomrani,B.M.,Alfageeh,M.B.	Al-Shomrani et al	Bioinformatics Unit, National Center for Biotechnlology	Camel
1481	MT361640	MT361640.1	MT361640						30136		2021-01-11	2021-01-11		Kim,M.,Cho,H.,Lee,S.-H.,Park,W.-J.,Kim,J.-M.,Moon,J.-S.,Kim,G.-W.,Lee,W.,Jung,H.-G.,Yang,J.-S.,Choi,J.-H.,Lee,J.-Y.,Kim,S.S.,Oh,J.-W.	Kim et al	Yonsei University, Biotechnology	Bat
1483	MT576585	MT576585.1	MA_30						30115		2020-06-29	2020-06-29		Gutierrez-Alvarez,J.,Wang,L.,Fernandez-Delgado,R.,Li,K.,McCray,P.B.,Perlman,S.,Sola,I.,Zuniga,S.,Enjuanes,L.	Gutierrez-Alvarez et al	Centro Nacional de Biotecnologia,CNB-CSIC, Molecular and Cell Biology	Bat
1503	MW086527	MW086527.1	MERS-CoV/JC17/Azraq	2016-05-XX	Asia	Jordan			29786	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1504	MW086528	MW086528.1	MERS-CoV/JC25/Ramtha	2016-05-XX	Asia	Jordan			29786	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1505	MW086529	MW086529.1	MERS-CoV/JC28/Ramtha	2016-05-XX	Asia	Jordan			29786	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1506	MW086530	MW086530.1	MERS-CoV/JC27/Ramtha	2016-05-XX	Asia	Jordan			29786	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1507	MW086531	MW086531.1	MERS-CoV/JC26/Ramtha	2016-05-XX	Asia	Jordan			29786	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1508	MW086532	MW086532.1	MERS-CoV/JC30/Ramtha	2016-05-XX	Asia	Jordan			29786	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1509	MW086533	MW086533.1	MERS-CoV/JC37/Ramtha	2016-05-XX	Asia	Jordan			29819	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1510	MW086534	MW086534.1	MERS-CoV/JC31/Ramtha	2016-05-XX	Asia	Jordan			29826	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1511	MW086535	MW086535.1	MERS-CoV/JC32/Ramtha	2016-05-XX	Asia	Jordan			29825	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1512	MW086536	MW086536.1	MERS-CoV/JC45/Ramtha	2016-05-XX	Asia	Jordan			23327	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1513	MW086537	MW086537.1	MERS-CoV/JC38/Ramtha	2016-05-XX	Asia	Jordan			23335	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1514	MW086538	MW086538.1	MERS-CoV/JC44/Ramtha	2016-05-XX	Asia	Jordan			29825	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1515	MW086539	MW086539.1	MERS-CoV/JC33/Ramtha	2016-05-XX	Asia	Jordan			29815	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1516	MW086540	MW086540.1	MERS-CoV/JC42/Ramtha	2016-05-XX	Asia	Jordan			18173	Camelus dromedarius	2020-11-03	2020-11-03		Seifert,S.N.,Munster,V.J.	Seifert et al	NIH, NIAID	Camel
1546	MW545527	MW545527.1	D1189.5	2015-XX-XX	Asia	United Arab Emirates			30103	Camelus dromedarius	2021-03-08	2021-03-08		Lee,H.H.,Teng,L.L.,Woo,C.Y.	Lee et al	The University of Hong Kong, Microbiology	Camel
1547	MW545528	MW545528.1	D1189.6	2015-XX-XX	Asia	United Arab Emirates			30103	Camelus dromedarius	2021-03-08	2021-03-08		Lee,H.H.,Teng,L.L.,Woo,C.Y.	Lee et al	The University of Hong Kong, Microbiology	Camel
1548	MZ268404	MZ268404.1	MERS-CoV/Camel/Ethiopia/HKU-CAC9690/2019	2019-11-24	Africa	Ethiopia			30094	Camelus dromedarius	2022-08-31	2022-08-31		Zhou,Z.,Hui,K.P.Y.,So,R.T.Y.,Lv,H.,Perera,R.A.P.M.,Chu,D.K.W.,Gelaye,E.,Oyas,H.,Njagi,O.,Abayneh,T.,Kuria,W.,Walelign,E.,Wanglia,R.,El Masry,I.,Von Dobschuetz,S.,Kalpravidh,W.,Chevalier,V.,Miguel,E.,Fassi-Fihri,O.,Trarore,A.,Liang,W.,Wang,Y.,Nicholls,J.M.,Zhao,J.,Chan,M.C.W.,Poon,L.L.M.,Mok,C.K.P.,Peiris,M.,Getachew,B.,Adamu,K.,Rufael,T.,El-Masry,I.,Dobschuetz,S.V.,Chu,D.K.	Zhou et al	The University of Hong Kong, School of Public Health	Camel
1549	MZ268405	MZ268405.1	MERS-CoV/Camel/Kenya/HKU-CAC10200/2020	2020-03-19	Africa	Kenya			30106	Camelus dromedarius	2022-08-31	2022-08-31		Zhou,Z.,Hui,K.P.Y.,So,R.T.Y.,Lv,H.,Perera,R.A.P.M.,Chu,D.K.W.,Gelaye,E.,Oyas,H.,Njagi,O.,Abayneh,T.,Kuria,W.,Walelign,E.,Wanglia,R.,El Masry,I.,Von Dobschuetz,S.,Kalpravidh,W.,Chevalier,V.,Miguel,E.,Fassi-Fihri,O.,Trarore,A.,Liang,W.,Wang,Y.,Nicholls,J.M.,Zhao,J.,Chan,M.C.W.,Poon,L.L.M.,Mok,C.K.P.,Peiris,M.,El-Masry,I.,Dobschuetz,S.V.,Chu,D.K.	Zhou et al	The University of Hong Kong, School of Public Health	Camel
1558	NC_019843	NC_019843.3	HCoV-EMC/2012	2012-06-13					30119	Homo sapiens	2012-12-13	2020-08-08		Zaki,A.M.,van Boheemen,S.,Bestebroer,T.M.,Osterhaus,A.D.,Fouchier,R.A.,de Graaf,M.,Lauber,C.,Raj,V.S.,Haagmans,B.L.,Gorbalenya,A.E.,Snijder,E.J.,Victor,S.R.,Osterhaus,A.D.M.E.,Fouchier,R.A.M.	Zaki et al	National Center for Biotechnology Information, NIH	Human
1560	OK094446	OK094446.1	Camel/Kenya/M23C07/2019		Africa				30112		2022-09-02	2022-09-02		Ngere,I.,Hunsperger,E.A.,Tong,S.,Oyugi,J.,Jaoko,W.,Harcourt,J.L.,Thornburg,N.J.,Oyas,H.,Muturi,M.,Osoro,E.M.,Gachohi,J.,Ombok,C.,Dawa,J.,Tao,Y.,Zhang,J.,Mwasi,L.,Ochieng,C.,Mwatondo,A.,Bodha,B.,Langat,D.,Herman-Roloff,A.,Njenga,M.K.,Widdowson,M.A.,Munyua,P.M.,Hunsperger,E.,Lidechi,S.,Onyango,C.,Paden,C.	Ngere et al	Centers for Disease Control and Prevention, Division of Viral Diseases	Bat
1561	OK094447	OK094447.1	Camel/Kenya/M23C14/2019		Africa				30112		2022-09-02	2022-09-02		Ngere,I.,Hunsperger,E.A.,Tong,S.,Oyugi,J.,Jaoko,W.,Harcourt,J.L.,Thornburg,N.J.,Oyas,H.,Muturi,M.,Osoro,E.M.,Gachohi,J.,Ombok,C.,Dawa,J.,Tao,Y.,Zhang,J.,Mwasi,L.,Ochieng,C.,Mwatondo,A.,Bodha,B.,Langat,D.,Herman-Roloff,A.,Njenga,M.K.,Widdowson,M.A.,Munyua,P.M.,Hunsperger,E.,Lidechi,S.,Onyango,C.,Paden,C.	Ngere et al	Centers for Disease Control and Prevention, Division of Viral Diseases	Bat
1562	OK094448	OK094448.1	Camel/Kenya/M23C07/2019	2019-04-30	Africa	Kenya			30112	Camelus	2022-09-02	2022-09-02		Ngere,I.,Hunsperger,E.A.,Tong,S.,Oyugi,J.,Jaoko,W.,Harcourt,J.L.,Thornburg,N.J.,Oyas,H.,Muturi,M.,Osoro,E.M.,Gachohi,J.,Ombok,C.,Dawa,J.,Tao,Y.,Zhang,J.,Mwasi,L.,Ochieng,C.,Mwatondo,A.,Bodha,B.,Langat,D.,Herman-Roloff,A.,Njenga,M.K.,Widdowson,M.A.,Munyua,P.M.,Hunsperger,E.,Lidechi,S.,Onyango,C.,Paden,C.	Ngere et al	Centers for Disease Control and Prevention, Division of Viral Diseases	Camel
1563	OK094449	OK094449.1	Camel/Kenya/M23C02/2019	2019-04-30	Africa	Kenya			30112	Camelus	2022-09-02	2022-09-02		Ngere,I.,Hunsperger,E.A.,Tong,S.,Oyugi,J.,Jaoko,W.,Harcourt,J.L.,Thornburg,N.J.,Oyas,H.,Muturi,M.,Osoro,E.M.,Gachohi,J.,Ombok,C.,Dawa,J.,Tao,Y.,Zhang,J.,Mwasi,L.,Ochieng,C.,Mwatondo,A.,Bodha,B.,Langat,D.,Herman-Roloff,A.,Njenga,M.K.,Widdowson,M.A.,Munyua,P.M.,Hunsperger,E.,Lidechi,S.,Onyango,C.,Paden,C.	Ngere et al	Centers for Disease Control and Prevention, Division of Viral Diseases	Camel
1564	OK094450	OK094450.1	Camel/Kenya/M23C06/2019	2019-04-30	Africa	Kenya			30112	Camelus	2022-09-02	2022-09-02		Ngere,I.,Hunsperger,E.A.,Tong,S.,Oyugi,J.,Jaoko,W.,Harcourt,J.L.,Thornburg,N.J.,Oyas,H.,Muturi,M.,Osoro,E.M.,Gachohi,J.,Ombok,C.,Dawa,J.,Tao,Y.,Zhang,J.,Mwasi,L.,Ochieng,C.,Mwatondo,A.,Bodha,B.,Langat,D.,Herman-Roloff,A.,Njenga,M.K.,Widdowson,M.A.,Munyua,P.M.,Hunsperger,E.,Lidechi,S.,Onyango,C.,Paden,C.	Ngere et al	Centers for Disease Control and Prevention, Division of Viral Diseases	Camel
1565	OK094451	OK094451.1	Camel/Kenya/M23C06/2019		Africa				30112		2022-09-02	2022-09-02		Ngere,I.,Hunsperger,E.A.,Tong,S.,Oyugi,J.,Jaoko,W.,Harcourt,J.L.,Thornburg,N.J.,Oyas,H.,Muturi,M.,Osoro,E.M.,Gachohi,J.,Ombok,C.,Dawa,J.,Tao,Y.,Zhang,J.,Mwasi,L.,Ochieng,C.,Mwatondo,A.,Bodha,B.,Langat,D.,Herman-Roloff,A.,Njenga,M.K.,Widdowson,M.A.,Munyua,P.M.,Hunsperger,E.,Lidechi,S.,Onyango,C.,Paden,C.	Ngere et al	Centers for Disease Control and Prevention, Division of Viral Diseases	Bat
1566	OK094452	OK094452.1	Camel/Kenya/M23C14/2019	2019-04-30	Africa	Kenya			30112	Camelus	2022-09-02	2022-09-02		Ngere,I.,Hunsperger,E.A.,Tong,S.,Oyugi,J.,Jaoko,W.,Harcourt,J.L.,Thornburg,N.J.,Oyas,H.,Muturi,M.,Osoro,E.M.,Gachohi,J.,Ombok,C.,Dawa,J.,Tao,Y.,Zhang,J.,Mwasi,L.,Ochieng,C.,Mwatondo,A.,Bodha,B.,Langat,D.,Herman-Roloff,A.,Njenga,M.K.,Widdowson,M.A.,Munyua,P.M.,Hunsperger,E.,Lidechi,S.,Onyango,C.,Paden,C.	Ngere et al	Centers for Disease Control and Prevention, Division of Viral Diseases	Camel
1567	OK094453	OK094453.1	Camel/Kenya/M23C15/2019	2019-04-30	Africa	Kenya			30112	Camelus	2022-09-02	2022-09-02		Ngere,I.,Hunsperger,E.A.,Tong,S.,Oyugi,J.,Jaoko,W.,Harcourt,J.L.,Thornburg,N.J.,Oyas,H.,Muturi,M.,Osoro,E.M.,Gachohi,J.,Ombok,C.,Dawa,J.,Tao,Y.,Zhang,J.,Mwasi,L.,Ochieng,C.,Mwatondo,A.,Bodha,B.,Langat,D.,Herman-Roloff,A.,Njenga,M.K.,Widdowson,M.A.,Munyua,P.M.,Hunsperger,E.,Lidechi,S.,Onyango,C.,Paden,C.	Ngere et al	Centers for Disease Control and Prevention, Division of Viral Diseases	Camel
1568	OK094454	OK094454.1	Camel/Kenya/M23C15/2019		Africa				30112		2022-09-02	2022-09-02		Ngere,I.,Hunsperger,E.A.,Tong,S.,Oyugi,J.,Jaoko,W.,Harcourt,J.L.,Thornburg,N.J.,Oyas,H.,Muturi,M.,Osoro,E.M.,Gachohi,J.,Ombok,C.,Dawa,J.,Tao,Y.,Zhang,J.,Mwasi,L.,Ochieng,C.,Mwatondo,A.,Bodha,B.,Langat,D.,Herman-Roloff,A.,Njenga,M.K.,Widdowson,M.A.,Munyua,P.M.,Hunsperger,E.,Lidechi,S.,Onyango,C.,Paden,C.	Ngere et al	Centers for Disease Control and Prevention, Division of Viral Diseases	Bat
1569	OK572975	OK572975.1	IRF0038_MERS_EMC			Missing			20742		2022-07-30	2022-07-30	SRR17262085	Bennett,R.,Hensley,L.,Tallon,L.,Sadzewicz,L.,Vavikolanu,K.,Mehta,A.,Aluvathingal,J.,Nadendla,S.,Yan,Y.,Sichtig,H.	Bennett et al	US Food and Drug Administration, Center for Devices and Radiological Health	Bat
1570	OK572976	OK572976.1	IRF0038_MERS_EMC			Missing			8747		2022-07-30	2022-07-30	SRR17262085	Bennett,R.,Hensley,L.,Tallon,L.,Sadzewicz,L.,Vavikolanu,K.,Mehta,A.,Aluvathingal,J.,Nadendla,S.,Yan,Y.,Sichtig,H.	Bennett et al	US Food and Drug Administration, Center for Devices and Radiological Health	Bat
1571	OK572989	OK572989.1	IRF0021_MERS_JOR			Missing			29154		2022-07-30	2022-07-30	SRR17262080	Bennett,R.,Hensley,L.,Tallon,L.,Sadzewicz,L.,Vavikolanu,K.,Mehta,A.,Aluvathingal,J.,Nadendla,S.,Yan,Y.,Sichtig,H.	Bennett et al	US Food and Drug Administration, Center for Devices and Radiological Health	Bat
1595	OL622036	OL622036.1	MERS-CoV_Dammam_2019	2019-04-03	Asia	Saudi Arabia	Dammam		29994	Homo sapiens	2021-12-25	2021-12-25		Aljabr W,Alruwaili M,Penrice-Randal R,Alrezaihi A,Harrison AJ,Ryan Y,Bentley E,Jones B,Alhatlani BY,AlShahrani D,Mahmood Z,Rickett NY,Alosaimi B,Naeem A,Alamri S,Alsran H,Hamed ME,Dong X,Assiri AM,Alrasheed AR,Hamza M,Carroll MW,Gemmell M,Darby A,Donovan-Banfield I,Stewart JP,Matthews DA,Davidson AD,Hiscox JA,Aljabr,W.,Penrice-Randal,R.,Alruwaili,M.,Hiscox,J.A.	Aljabr W et al	University of Liverpool, Infection Biology and Microbiomes	Human
1606	OP654178	OP654178.1	MERS-CoV/dromedary camel/Egypt/NC282/2015	2015-01-06	Africa	Egypt			30112	Camelus dromedarius	2022-10-31	2022-10-31		Kandeil,A.,Gomaa,M.R.,Shehata,M.M.,El Taweel,A.N.,Kayed,A.,El-Shesheny,R.,Alabady,M.,Bahl,J.,Ali,M.A.,Kayali,G.	Kandeil et al	Human Link DMCC, Life Sciences	Camel
1607	OP654179	OP654179.1	MERS-CoV/dromedary camel/Egypt/NC270-P9/2015	2015-01-01	Africa	Egypt			30131	Camelus dromedarius	2022-10-31	2022-10-31		Kandeil,A.,Gomaa,M.R.,Shehata,M.M.,El Taweel,A.N.,Kayed,A.,El-Shesheny,R.,Alabady,M.,Bahl,J.,Ali,M.A.,Kayali,G.	Kandeil et al	Human Link DMCC, Life Sciences	Camel
1608	OP712623	OP712623.1	MERS-CoV/dromedary camel/Egypt/NC283/2015	2015-01-06	Africa	Egypt			30102	Camelus dromedarius	2022-11-01	2022-11-01		Kandeil,A.,Gomaa,M.R.,Shehata,M.,Taweel,A.E.,Kayed,A.,El-Shesheny,R.,Alabady,M.,Bahl,J.,Ali,M.A.,Kayali,G.	Kandeil et al	St. Jude Center of Excellence for Influenza Research and Surveillance (CEIRS)	Camel
1609	OP712624	OP712624.1	MERS-CoV/dromedary camel/Egypt/NC4713/2016	2016-09-07	Africa	Egypt			30108	Camelus dromedarius	2022-11-01	2022-11-01		Kandeil,A.,Gomaa,M.R.,Shehata,M.,Taweel,A.E.,Kayed,A.,El-Shesheny,R.,Alabady,M.,Bahl,J.,Ali,M.A.,Kayali,G.	Kandeil et al	St. Jude Center of Excellence for Influenza Research and Surveillance (CEIRS)	Camel
1610	OP712625	OP712625.1	MERS-CoV/dromedary camel/Egypt/NC4714/2016	2016-09-07	Africa	Egypt			30108	Camelus dromedarius	2022-11-01	2022-11-01		Kandeil,A.,Gomaa,M.R.,Shehata,M.,Taweel,A.E.,Kayed,A.,El-Shesheny,R.,Alabady,M.,Bahl,J.,Ali,M.A.,Kayali,G.	Kandeil et al	St. Jude Center of Excellence for Influenza Research and Surveillance (CEIRS)	Camel
1611	OP866274	OP866274.1	Camel/Ethiopia/Amibara/CAC4366/2017	2017-01-12	Africa	Ethiopia			30054	Camelus dromedarius	2023-01-28	2023-01-28		Zhou,Z.,Ali,A.,Walelign,E.,Demissie,G.F.,Masry,I.E.,Abayneh,T.,Getachew,B.,Krishnan,P.,Ng,D.Y.M.,Gardner,E.,Makonnen,Y.,Miguel,E.,Chevalier,V.,Chu,D.K.,So,R.T.Y.,Von Dobschuetz,S.,Mamo,G.,Poon,L.L.M.,Peiris,M.,Masry,I.,Dobschuetz,S.,Poon,L.	Zhou et al	The University of Hong Kong, School of Public Health	Camel
1612	OP866275	OP866275.1	Camel/Ethiopia/Amibara/CAC4459/2017	2017-01-18	Africa	Ethiopia			30047	Camelus dromedarius	2023-01-28	2023-01-28		Zhou,Z.,Ali,A.,Walelign,E.,Demissie,G.F.,Masry,I.E.,Abayneh,T.,Getachew,B.,Krishnan,P.,Ng,D.Y.M.,Gardner,E.,Makonnen,Y.,Miguel,E.,Chevalier,V.,Chu,D.K.,So,R.T.Y.,Von Dobschuetz,S.,Mamo,G.,Poon,L.L.M.,Peiris,M.,Masry,I.,Dobschuetz,S.,Poon,L.	Zhou et al	The University of Hong Kong, School of Public Health	Camel
1613	OP866276	OP866276.1	Camel/Ethiopia/Chifra/CAC4749/2017	2017-12-07	Africa	Ethiopia			30048	Camelus dromedarius	2023-01-28	2023-01-28		Zhou,Z.,Ali,A.,Walelign,E.,Demissie,G.F.,Masry,I.E.,Abayneh,T.,Getachew,B.,Krishnan,P.,Ng,D.Y.M.,Gardner,E.,Makonnen,Y.,Miguel,E.,Chevalier,V.,Chu,D.K.,So,R.T.Y.,Von Dobschuetz,S.,Mamo,G.,Poon,L.L.M.,Peiris,M.,Masry,I.,Dobschuetz,S.,Poon,L.	Zhou et al	The University of Hong Kong, School of Public Health	Camel
1614	OP866277	OP866277.1	Camel/Ethiopia/Chifra/CAC4752/2017	2017-12-07	Africa	Ethiopia			30093	Camelus dromedarius	2023-01-28	2023-01-28		Zhou,Z.,Ali,A.,Walelign,E.,Demissie,G.F.,Masry,I.E.,Abayneh,T.,Getachew,B.,Krishnan,P.,Ng,D.Y.M.,Gardner,E.,Makonnen,Y.,Miguel,E.,Chevalier,V.,Chu,D.K.,So,R.T.Y.,Von Dobschuetz,S.,Mamo,G.,Poon,L.L.M.,Peiris,M.,Masry,I.,Dobschuetz,S.,Poon,L.	Zhou et al	The University of Hong Kong, School of Public Health	Camel
1615	OP866278	OP866278.1	Camel/Ethiopia/Chifra/CAC4753/2017	2017-12-07	Africa	Ethiopia			30086	Camelus dromedarius	2023-01-28	2023-01-28		Zhou,Z.,Ali,A.,Walelign,E.,Demissie,G.F.,Masry,I.E.,Abayneh,T.,Getachew,B.,Krishnan,P.,Ng,D.Y.M.,Gardner,E.,Makonnen,Y.,Miguel,E.,Chevalier,V.,Chu,D.K.,So,R.T.Y.,Von Dobschuetz,S.,Mamo,G.,Poon,L.L.M.,Peiris,M.,Masry,I.,Dobschuetz,S.,Poon,L.	Zhou et al	The University of Hong Kong, School of Public Health	Camel
1616	OP866279	OP866279.1	Camel/Ethiopia/Gewane/CAC4791/2017	2017-12-27	Africa	Ethiopia			30064	Camelus dromedarius	2023-01-28	2023-01-28		Zhou,Z.,Ali,A.,Walelign,E.,Demissie,G.F.,Masry,I.E.,Abayneh,T.,Getachew,B.,Krishnan,P.,Ng,D.Y.M.,Gardner,E.,Makonnen,Y.,Miguel,E.,Chevalier,V.,Chu,D.K.,So,R.T.Y.,Von Dobschuetz,S.,Mamo,G.,Poon,L.L.M.,Peiris,M.,Masry,I.,Dobschuetz,S.,Poon,L.	Zhou et al	The University of Hong Kong, School of Public Health	Camel
1617	OP866280	OP866280.1	Camel/Ethiopia/Gewane/CAC4787/2017	2017-12-27	Africa	Ethiopia			30044	Camelus dromedarius	2023-01-28	2023-01-28		Zhou,Z.,Ali,A.,Walelign,E.,Demissie,G.F.,Masry,I.E.,Abayneh,T.,Getachew,B.,Krishnan,P.,Ng,D.Y.M.,Gardner,E.,Makonnen,Y.,Miguel,E.,Chevalier,V.,Chu,D.K.,So,R.T.Y.,Von Dobschuetz,S.,Mamo,G.,Poon,L.L.M.,Peiris,M.,Masry,I.,Dobschuetz,S.,Poon,L.	Zhou et al	The University of Hong Kong, School of Public Health	Camel
