accession	accession_version	length	database	sra_accessions	strain	region	location	date	date_released	date_updated	host	sample_type	biosample_accessions	authors	institution	submitter_country	country	division	abbr_authors
MN541263	MN541263.1	1046	GenBank		MKH28	Africa		2016-12-28	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541264	MN541264.1	1046	GenBank		MKH11	Africa		2016-12-28	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541265	MN541265.1	1046	GenBank		MKH-2	Africa		2016-12-28	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541266	MN541266.1	1046	GenBank		SPC00156	Africa		2016-12-13	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541267	MN541267.1	1046	GenBank		SPC00233	Africa		2017-03-05	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541268	MN541268.1	1046	GenBank		SPC00236	Africa		2017-03-05	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541269	MN541269.1	1046	GenBank		SPC00237	Africa		2017-03-05	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541270	MN541270.1	1046	GenBank		SPC00242	Africa		2017-03-06	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541271	MN541271.1	1046	GenBank		SPC00320	Africa		2017-03-21	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541272	MN541272.1	1046	GenBank		SPC00461	Africa		2017-04-02	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541273	MN541273.1	1046	GenBank		SPC00462	Africa		2017-04-02	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541274	MN541274.1	1046	GenBank		SPC00466	Africa		2017-04-02	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541275	MN541275.1	1046	GenBank		SPC00468	Africa		2017-04-02	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541276	MN541276.1	1046	GenBank		SPC00469	Africa		2017-04-02	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541277	MN541277.1	1046	GenBank		SPC00533	Africa		2017-04-20	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541278	MN541278.1	1046	GenBank		SPC00535	Africa		2017-04-20	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541279	MN541279.1	1046	GenBank		SPC00536	Africa		2017-04-20	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541280	MN541280.1	1046	GenBank		SPC00553	Africa		2017-05-07	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541281	MN541281.1	1046	GenBank		SPC00579	Africa		2017-06-06	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541282	MN541282.1	1046	GenBank		SPC00736	Africa		2017-11-12	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541283	MN541283.1	1046	GenBank		SPC00803	Africa		2017-12-26	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541284	MN541284.1	1046	GenBank		MKH-25a	Africa		2016-12-28	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541285	MN541285.1	1046	GenBank		B7-11	Africa		2016-12-13	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541286	MN541286.1	1046	GenBank		B5-12	Africa		2016-12-12	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541287	MN541287.1	1046	GenBank		B5-4	Africa		2016-12-12	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541288	MN541288.1	1046	GenBank		MAK30	Africa		2016-12-11	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541289	MN541289.1	1046	GenBank		B7-19-2	Africa		2016-12-13	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541290	MN541290.1	1046	GenBank		B7-16	Africa		2016-12-13	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541291	MN541291.1	1046	GenBank		B7-19-1	Africa		2016-12-13	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541292	MN541292.1	1046	GenBank		B7-19-1a	Africa		2016-12-13	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541293	MN541293.1	1046	GenBank		M1-4873	Africa		2017-03-07	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541294	MN541294.1	1046	GenBank		SPC00241	Africa		2017-03-06	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541295	MN541295.1	1046	GenBank		SPC00267	Africa		2017-03-07	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541296	MN541296.1	1046	GenBank		MRZ-K-3142	Africa		2017-03-06	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541297	MN541297.1	1046	GenBank		SPC00314	Africa		2017-03-21	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541298	MN541298.1	1046	GenBank		SPC00342	Africa		2017-03-23	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541299	MN541299.1	1046	GenBank		SPC00619	Africa		2017-09-20	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541300	MN541300.1	1046	GenBank		SPC00622	Africa		2017-09-20	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541301	MN541301.1	1046	GenBank		SPC00637	Africa		2017-09-20	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541302	MN541302.1	1046	GenBank		SPC00798	Africa		2017-12-26	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541303	MN541303.1	1046	GenBank		SPC00799	Africa		2017-12-26	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN541304	MN541304.1	1046	GenBank		SPC00797	Africa		2017-12-26	2020-01-06	2020-01-06	Camelus dromedarius			El-Kafrawy,S.A.,Corman,V.M.,Tolah,A.M.,Al Masaudi,S.B.,Hassan,A.M.,Muller,M.A.,Bleicker,T.,Harakeh,S.M.,Alzahrani,A.A.,Alsaaidi,G.A.,Alagili,A.N.,Hashem,A.M.,Zumla,A.,Drosten,C.,Azhar,E.I.	Charite - Universitaetsmedizin Berlin, Institute of Virology	Germany	Sudan		El-Kafrawy et al
MN654970	MN654970.1	30004	GenBank		Al-Hasa-SA2408/2016	Asia		2016-07-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654971	MN654971.1	30112	GenBank		Al-Hasa-SA2097/2015	Asia		2015-12-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654972	MN654972.1	30004	GenBank		Al-Hasa-SA2196/2016	Asia		2016-06-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654973	MN654973.1	30112	GenBank		Al-Hasa-SA1983/2015	Asia		2015-11-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654974	MN654974.1	30010	GenBank		Al-Hasa-SA2697/2017	Asia		2017-05-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654975	MN654975.1	30111	GenBank		Al-Hasa-SA2407/2016	Asia		2016-07-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654976	MN654976.1	30111	GenBank		Al-Hasa-SA4839	Asia			2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654977	MN654977.1	30097	GenBank		Al-Hasa-SA2689/2017	Asia		2017-05-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654978	MN654978.1	30004	GenBank		Al-Hasa-SA2199/2016	Asia		2016-06-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654979	MN654979.1	30000	GenBank		Al-Hasa-SA2681/2017	Asia		2017-05-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654980	MN654980.1	30004	GenBank		Al-Hasa-SA2108/2016	Asia		2016-03-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654981	MN654981.1	30004	GenBank		Al-Hasa-SA1962	Asia			2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654982	MN654982.1	30004	GenBank		Al-Hasa-SA2557/2017	Asia		2017-01-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654983	MN654983.1	30112	GenBank		Al-Hasa-SA4047/2017	Asia		2017-12-XX	2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
MN654984	MN654984.1	30112	GenBank		Al-Hasa-SA4819	Asia			2020-12-17	2020-12-17	Camelus dromedarius	oronasopharynx		Chu,D.K.W.,Hemida,M.,Chor,Y.,Cheng,S.M.,Alnaeem,A.,Poon,L.M.,Peiris,M.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Chu et al
